,Title,Genre,Datepublish,Rate,RatingCount,Director(s),Writer(s),Actor(s),Summary,Description,PlotKeyword,Time,Color,Language,Budget,Gross,Facebook_link,Offcialsite
1862,Taken 2 (2012),"['Action', 'Crime', 'Thriller']",2012-10-05,6.3,"260,520",['Olivier Megaton'],"['Luc Besson,', 'Robert Mark Kamen']","['Liam Neeson,', 'Famke Janssen,', 'Maggie Grace']","In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.","The retired CIA agent Bryan Mills invites his teenage daughter Kim and his ex-wife Lenore, who has separated from her second husband, to spend a couple of days in Istanbul where he is working. Meanwhile, the patriarch of the community of the Albanian gang of human trafficking, Murad Krasniqi, seeks revenge for the death of his son and organizes another gang to kidnap Bryan and his family. Bryan and Lenore are abducted by the Albanians, but Kim escapes and is the only hope that Bryan has to escape and save Lenore.                Written by
Claudio Carvalho, Rio de Janeiro, Brazil","['bulletproof vest', 'jetlag', 'promise', 'american', 'courage']","Runtime:
        92 min
          |
        98 min
            (Extended Version)","Color:
        Color","Language:
        English
            |
        Turkish
            |
        Arabic","Budget:$45,000,000
            (estimated)","Gross USA: $139,854,287, 21 February 2013",/offsite/?page-action=offsite-facebook&token=BCYq9xyEm5yyc8kA63pu4oTDtY3uu9Vq4YqRDJLFuRlind4musfNe3dxozjXx6MbUMSgUXzslMY2%0D%0A-TS5-sCFYzRR1Wioy99RHP_kzJLFQOFKe-XbrYzw5OgwRkFFK8q_h9k9JpQf7o2tGkOOArp1BRZ1%0D%0A0Jte_Cncpm5EMp3ifBO1WCoc7vaO_5blCQptsS1WLbUvX4OpLDXZCXVQ_As4fST8pjAYJwbrkPSk%0D%0Auk-KwCbbbLo%0D%0A&ref_=tt_pdt_ofs_offsite_0,
1863,Takers (2010),"['Action', 'Crime', 'Thriller']",2010-08-27,6.2,"50,829",['John Luessenhop'],"['Peter Allen,', 'Gabriel Casseus']","['Chris Brown,', 'Hayden Christensen,', 'Matt Dillon']",A group of bank robbers find their multi-million dollar plan interrupted by a hard-boiled detective.,"A seasoned team of bank robbers, including Gordon Jennings (Idris Elba), John Rahway (Paul Walker), A.J. (Hayden Christensen), and brothers Jake (Michael Ealy) and Jesse (Chris Brown) Attica successfully complete their latest heist and lead a life of luxury while planning their next job. When Ghost (Tip T.I. Harris), a former member of their team, is released from prison he convinces the group to strike an armored car carrying $20 million. As the ""takers"" carefully plot their strategy and draw nearer to exacting the grand heist, a reckless police officer (Matt Dillon) inches closer to apprehending the criminals.                Written by
The Massie Twins","['bacon', 'pig', 'corrupt police', 'falling out among thieves', 'corrupt cop']","Runtime:
        107 min","Color:
        Color","Language:
        English
            |
        Russian","Budget:$20,000,000
            (estimated)","Gross USA: $57,744,720",/offsite/?page-action=offsite-facebook&token=BCYnEZ0K6_lMpYiVixVt9iR4AcxWCK7XXZrYKHCJkLZfoHl58w6fx1PY82LE8NsdZ_uSFx9wKBZs%0D%0AEYxQo6-A_GiGo8A9jDeGo7nuYjpum19EzbR2Omp4iIh-M32x_vMaKEAelm8dqaPa9n5HIuo1W69O%0D%0A5wEkz4aVDsU_yxWPrUBVsBIdYwULqOAhs_Sl5tNjcRWLmHHjCngXLX0BHI1YWd-OrA28d9Ji18HC%0D%0ArCKJRhVu_NnV7P7X4gckxUnKE1nf9TAU%0D%0A&ref_=tt_pdt_ofs_offsite_0,
1864,Taking Chance (2009),"['Drama', 'War']",2009-02-21,7.5,"11,733",['Ross Katz'],"['Michael Strobl (screenplay) (as LtCol Michael R. Strobl USMC [Ret.]),', 'Ross Katz (screenplay)']","['Kevin Bacon,', 'Tom Aldredge,', 'Nicholas Art']","Based on real-life events, Lt. Col. Michael Strobl, a volunteer military escort officer, accompanies the body of 19-year-old Marine Chance Phelps back to his hometown of Dubois, Wyoming.","In April, 2004, casualties mount in Iraq. At Quantico, choices focus on increasing troop strength or only replacing casualties. Lt. Col. Michael Strobl crunches numbers. Stung by his superior's rejection of his recommendation because he lacks recent combat experience, Strobl volunteers for escort duty, accompanying the remains Pfc. Chance Phelps, killed at 19. From Dover to Philadelphia by hearse, from there to Minneapolis and on to Billings by plane, and then by car to Phelps' Wyoming home - person after person pays respects. Kind words, small gifts, and gratitude are given Strobl to deliver to the family on this soul-searching journey. What are his own discoveries?                Written by
<jhailey@hotmail.com>","['chance phelps', 'escort', 'wyoming', 'gratitude', 'respect']","Runtime:
        77 min","Color:
        Color","Language:
        English",,,,
1865,Taking Woodstock (2009),"['Biography', 'Comedy', 'Drama']",2009-08-28,6.7,"26,209",['Ang Lee'],"['James Schamus (screenplay),', 'Elliot Tiber (book)']","['Demetri Martin,', 'Henry Goodman,', 'Edward Hibbert']",A man working at his parents' motel in the Catskills inadvertently sets in motion the generation-defining concert in the summer of 1969.,A man working at his parents' motel in the Catskills inadvertently sets in motion the generation-defining concert in the summer of 1969.,"['lsd', 'catskills', 'concert', 'musician', 'resort']","Runtime:
        120 min","Color:
        Color","Language:
        English","Budget:$30,000,000
            (estimated)","Gross USA: $7,443,007, 27 September 2009",/offsite/?page-action=offsite-facebook&token=BCYqvIuN2OnfwcMp2TekO6dFX5_gDOfDS2YsrOx5LmJhaB1U8SPdtWH5M4NcRak3qlIlPtS3teJf%0D%0AqO1ugvvFPJyzAyFsB6cp45981e34Vct6d9Y3ij5WXiCddZhwSNzXPH8ZkEmkxOTHM5IBuT7uLmCE%0D%0A3H_5uj1ljzVA_pMFwzA6xL6vVq9ObTrdwshD9YtNc8TBHOuW4JsXXuBfIcxYVWNVS8pNXccSBYLY%0D%0ARVfHYc7oxMw%0D%0A&ref_=tt_pdt_ofs_offsite_0,
1866,Talk to Me (2007),"['Biography', 'Drama', 'History']",2007-08-03,7.4,"8,846",['Kasi Lemmons'],"['Michael Genet (screenplay),', 'Rick Famuyiwa (screenplay)']","['Don Cheadle,', 'Chiwetel Ejiofor,', 'Bruce McFee']","The story of Washington D.C. radio personality Ralph ""Petey"" Greene, an ex-con who became a popular talk show host and community activist in the 1960s.","The true life story of Ralph Waldo ""Petey"" Greene Jr. In the mid-to-late 1960s, in Washington, D.C., vibrant soul music and exploding social consciousness were combining to unique and powerful effect. It was the place and time for Petey to fully express himself - sometimes to outrageous effect - and ""tell it like it is."" With the support of his irrepressible and tempestuous girlfriend Vernell, the newly minted ex-con talks his way into an on-air radio gig. He forges a friendship and a partnership with fellow prison inmate Milo's brother Dewey Hughes. From the first wild morning on the air, Petey relies on the more straight-laced Dewey to run interference at WOL-AM, where Dewey is the program director. At the station, Petey becomes an iconic radio personality, surpassing even the established popularity of his fellow disc jockeys, Nighthawk and Sunny Jim. Combining biting humor with social commentary, Petey openly courts controversy for station owner E.G. Sonderling. Petey was ...                Written by
Focus Features","['cigarette smoking', 'radio', 'washington d.c.', '1960s', 'disc jockey']","Runtime:
        118 min","Color:
        Color","Language:
        English",,"Gross USA: $4,472,823, 23 September 2007",,
1867,Tamara Drewe (2010),"['Comedy', 'Drama', 'Romance']",2010-09-10,6.2,"18,503",['Stephen Frears'],"['Posy Simmonds (graphic novel),', 'Moira Buffini (screenplay)']","['Gemma Arterton,', 'Luke Evans,', 'Dominic Cooper']","A young newspaper writer returns to her hometown in the English countryside, where her childhood home is being prepped for sale.","The Independent journalist Tamara Drewe returns to Dorset, Ewedown, to sell the Winnard Farm that belonged to her deceased mother. Her neighbor Beth Hardiment runs a writers retreat with her unfaithful and womanizer husband Nicholas Hardiment who is a successful writer of Inchcombe adventures and cheats on Beth every now and then with younger women. Tamara was the sweetheart of the handyman Andy Cobb, whose family owned the Winnard Farm but lost it to Tamara's family, and when she sees him, she rekindles her love for him. However, when Tamara travels to interview the unpleasant drummer of the Swipe band Ben Sergeant, he has just found that his girlfriend Fran is having an affair with the other musician Steven Culley and he breaks up with the band. Tamara and Ben have a love affair and Ben moves to Winnard. Meanwhile, Ben's teenager fan Jody Long and her best friend Casey Shaw who are bored in Ewedown feel happy with the presence of Ben in the village. When Ben proposes to Tamara, they...                Written by
Claudio Carvalho, Rio de Janeiro, Brazil","['based on comic strip', 'scantily clad female', 'femme fatale', 'writer', 'teenager']","Runtime:
        107 min
          |
        109 min","Color:
        Color","Language:
        English",,"Gross USA: $560,101, 13 March 2011",,
1868,Tangled (2010),"['Animation', 'Adventure', 'Comedy']",2010-11-24,7.8,"336,830","['Nathan Greno,', 'Byron Howard']","['Dan Fogelman (screenplay by),', 'Jacob Grimm (based upon the fairy tale ""Rapunzel"" by) (as the Brothers Grimm)']","['Mandy Moore,', 'Zachary Levi,', 'Donna Murphy']","The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.","After receiving the healing powers from a magical flower, the baby Princess Rapunzel is kidnapped from the palace in the middle of the night by Mother Gothel. Mother Gothel knows that the flower's magical powers are now growing within the golden hair of Rapunzel, and to stay young, she must lock Rapunzel in her hidden tower. Rapunzel is now a teenager and her hair has grown to a length of 70-feet. The beautiful Rapunzel has been in the tower her entire life, and she is curious of the outside world. One day, the bandit Flynn Ryder scales the tower and is taken captive by Rapunzel. Rapunzel strikes a deal with the charming thief to act as her guide to travel to the place where the floating lights come from that she has seen every year on her birthday. Rapunzel is about to have the most exciting and magnificent journey of her life.                Written by
Douglas Young (the-movie-guy)","['rapunzel', 'disney', 'based on fairy tale', 'disney animated cgi musical film', 'disney animated cgi musical']",,"Color:
        Color","Language:
        English","Budget:$260,000,000
            (estimated)","Gross USA: $200,821,936",/offsite/?page-action=offsite-facebook&token=BCYsotku4y6BD6koDmi_MKunbQY9RoTIpgMBhmI16hPc0ovnc07rwnDcUNToWGZVmhVpJ6Rjl-hk%0D%0APOm0tPlFk-WW-Qxg0h_ZaJ7LMAOjykqrBVdBCbMhIP93YH7TRqQl1cTLkHUNeOvwrF5vv_Rk-PD7%0D%0A5A3lxiyW2eM97_Wsn5j7nEIpt4-wDUndfc7e5hOpkPvu9JX6gzQRgyQ8IDVZkXcG3wsJs8czDKdI%0D%0AxHKgmsLBkZg%0D%0A&ref_=tt_pdt_ofs_offsite_0,
1869,Technotise - Edit i ja (2009),"['Animation', 'Drama', 'Sci-Fi']",2009-04-08,7.5,"2,653","['Aleksa Gajic,', 'Nebojsa Andric (co-director)']",['Aleksa Gajic'],"['Sanda Knezevic,', 'Nebojsa Glogovac,', ""Jelisaveta 'Seka' Sablic""]","Belgrade 2074. Edit is a student. After a few failed exams she decides to implant a memory chip... but, something strange starts happening to her.","In futuristic Belgrade, Serbia, an attractive and savvy, but also bored and aimless female student called Edit has troubles with her last few exams as well as a pervy teacher. Her friends as well as boyfriend are potheads and slackers, her parents naggers and her mind exhausted, so she decides to get an illegal chip from her drug-dealing friend that, once injected into the bloodstream, can enhance one's ability to memorize things tenfold. In her spare time she works as a babysitter to an autistic savant teenage boy who never speaks. After passing the exam, she visits the boy and becomes freaked out when he suddenly predicts that she is about to receive a phone call. The person calling is an old scientist, who's also her employer and caretaker of the boy. She is invited to see his top secret research project that, if completed, could tell the future. Once there, she becomes ill and later starts seeing a strange man no one else can see. She soon gains superhuman agility and attempts to ...","['exam', 'belgrade', 'scientist', 'serbia', 'female student']","Runtime:
        100 min","Color:
        Color
(Technicolor)","Language:
        Serbian
            |
        Portuguese",,,,
1870,Ted (2012),"['Comedy', 'Fantasy']",2012-06-29,7.0,"514,225",['Seth MacFarlane'],"['Seth MacFarlane (screenplay by),', 'Alec Sulkin (screenplay by)']","['Mark Wahlberg,', 'Mila Kunis,', 'Seth MacFarlane']","John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.","John makes a Christmas miracle happen by bringing his one and only friend to life, his teddy bear. The two grow up together and John must then choose to stay with his girlfriend or keep his friendship with his crude and extremely inappropriate teddy bear, Ted.                Written by
Anonymous","['teddy bear', 'sex scene', 'testicle', 'car accident', '2010s']","Runtime:
        106 min
          |
        112 min
            (unrated)
          |
        112 min
            (unrated DVD)","Color:
        Color","Language:
        English
            |
        Japanese","Budget:$50,000,000
            (estimated)","Gross USA: $218,815,487",/offsite/?page-action=offsite-facebook&token=BCYgb3bTiw3B4wdNdEleMeAYgff5v3xJI_-uqpWKtVBSAmH1FWCs0u7HCa654juBhJkW50asJFPv%0D%0AyvvpX0uzMxOAePlgOny9I1ehar-AYl83-dJ310J5jmMnZeNY77id2BchyI5n9x5h_mqDb8aty5Ad%0D%0AiuMmcQMC_de3kBgFz4-uI7YY5bCiAXwvsanBoElm5Kj49DYe5jqI_ynPiWZ9icppR9OugduUj6lv%0D%0AQ530u-Bll1o%0D%0A&ref_=tt_pdt_ofs_offsite_0,
1871,Ted 2 (2015),['Comedy'],2015-06-26,6.3,"150,500",['Seth MacFarlane'],"['Seth MacFarlane,', 'Alec Sulkin']","['Mark Wahlberg,', 'Seth MacFarlane,', 'Amanda Seyfried']","Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.","Months after John's divorce, Ted and Tami-Lynn's marriage seems on the same road. To patch things up, Ted and Tami-Lynn plan to have a child with John's help, but their failed efforts backfire disastrously. Namely, Ted is declared property by the government and he loses all his civil rights. Now, Ted must fight a seemingly hopeless legal battle with an inexperienced young lawyer to regain his rightful legal status. Unfortunately, between Ted's drunken idiocies and sinister forces interested in this situation to exploit him, Ted's quest has all the odds against him.                Written by
Kenneth Chisholm (kchishol@rogers.com)","['lawyer', 'fight', 'scene after end credits', 'trial', 'talking teddy bear']","Runtime:
        115 min
          |
        125 min
            (unrated)","Color:
        Color","Language:
        English","Budget:$68,000,000
            (estimated)","Gross USA: $81,476,385",,
1872,Teen Spirit (2011),"['Comedy', 'Drama', 'Fantasy']",2011-08-07,5.6,"6,142",['Gil Junger'],"['David Kendall (teleplay),', 'Kathryn McCullough (story and teleplay)']","['Cassandra Scerbo,', 'Carissa Capobianco,', 'Gabriela Lopez']","The story is about Amber, a mean popular girl who gets electrocuted and dies and is not allowed to enter into heaven unless she helps the least popular girl in school become Prom Queen within a week, but things do not go as planned.","The story is about Amber, a mean popular girl who gets electrocuted and dies and is not allowed to enter into heaven unless she helps the least popular girl in school become Prom Queen within a week, but things do not go as planned.","['prom', 'ghost girl', 'female ghost', 'female protagonist', 'possession']","Runtime:
        82 min","Color:
        Color","Language:
        English",,,,
1873,Teenage Bank Heist (2012),['Thriller'],2012-11-09,5.6,353,['Doug Campbell'],"['Doug Campbell,', 'Nathan Perkins']","['Maeve Quinlan,', 'Abbie Cobb,', 'Cassi Thomson']","When a teenager is kidnapped during a daring bank robbery, her mother vows to find her.","When a teenager is kidnapped during a daring bank robbery, her mother vows to find her.",,"Runtime:
        82 min","Color:
        Color","Language:
        English",,,,
1874,Teenage Mutant Ninja Turtles (2014),"['Action', 'Adventure', 'Comedy']",2014-08-08,5.8,"185,026",['Jonathan Liebesman'],"['Josh Appelbaum,', 'André Nemec']","['Megan Fox,', 'Will Arnett,', 'William Fichtner']","When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.","Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April O'Neil and her cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.                Written by
Paramount Pictures","['turtle', 'ninja', 'sewer', 'mutant', '18 wheeler']","Runtime:
        101 min","Color:
        Color","Language:
        English
            |
        Japanese","Budget:$125,000,000
            (estimated)","Gross USA: $191,204,754",/offsite/?page-action=offsite-facebook&token=BCYqc-bq9t4EnQCFEWCx5_gHgIbz9DRZrcfRZabeC0vI3Vf8BVdL6IQEGfHENYqrM3D0pv6GmeTv%0D%0AtxFkyDqFtaIitjuFziJJmK_bs1U9gMDs3xUK-HDkYA_vGbZfm1j9zFi1R08FJ9mAEVGAksaSU_YL%0D%0A0fMTRB_5SN7xe0YqTF3S_Ot1ZVjQTqryhosuxqUgNECZiiRPqB5Qe65OUI8ZjP7csU91kH9Pgr0z%0D%0Apzz3ydTEaN8%0D%0A&ref_=tt_pdt_ofs_offsite_0,
1875,Teenage Mutant Ninja Turtles: Out of the Shadows (2016),"['Action', 'Adventure', 'Comedy']",2016-06-03,6.0,"69,447",['Dave Green'],"['Josh Appelbaum,', 'André Nemec']","['Megan Fox,', 'Will Arnett,', 'Tyler Perry']","After facing Shredder, who has joined forces with mad scientist Baxter Stockman and henchmen Bebop and Rocksteady to take over the world, the Turtles must confront an even greater nemesis: the notorious Krang.","The Turtles continue to live in the shadows and no one knows they were the ones who took down Shredder. Vernon is the one everyone thinks is the one who took Shredder down. April O'Neill does some snooping and learns a scientist named Baxter Stockman is working for Shredder. He plans to break him out while he's being transported. April tells the turtles, who try to stop it but can't. Stockman tries to teleport Shredder but he some how ends up in another dimension and meets a warlord named Krang who instructs Shredder to assemble a teleportation device he sent to Earth a long time ago. He gives Shredder some mutagen which he uses to transform two criminals who were also in the transport with him, Rock Steady and Bebop, into mutants. They then set out to find the device. April saw the transformation while investigating Stockman. She takes the mutagen and is chased by Shredder's minions, the Foot Clan. She is saved by a man named Casey Jones who was the one transporting Shredder. The ...                Written by
rcs0411@yahoo.com","['sequel', 'based on comic book', 'turtle', 'based on cartoon', 'rat']","Runtime:
        112 min","Color:
        Color","Language:
        English","Budget:$135,000,000
            (estimated)","Gross USA: $82,051,601",/offsite/?page-action=offsite-facebook&token=BCYj6oqkZIPvWFEs8PdwCCXax6JQervKOuAIjrChqsToE1kPFp46I5GkDYbkui9rpo_1_VwODSqJ%0D%0AnueXf0FfQqxP2wb1byi9DIZPETxRYRuMFIZuluDn8_ksG9LKt-0pOUPYpKoO-QUWbcdRPrIvbLkx%0D%0AM8RS7uOlGxoQxgVs7lkWhYSLVW2U-lFEuxnHVoDlx-_UejlzSC6SeRzDFG6rr5rwByH-_cFKU6vX%0D%0A0_nKE3O78ag%0D%0A&ref_=tt_pdt_ofs_offsite_0,
1876,Teeth (2007),"['Comedy', 'Fantasy', 'Horror']",2008-04-03,5.4,"37,363",['Mitchell Lichtenstein'],['Mitchell Lichtenstein'],"['Jess Weixler,', 'John Hensley,', 'Josh Pais']","Still a stranger to her own body, a high school student discovers she has a physical advantage when she becomes the object of male violence.","Dawn grows up in the shadow of a nuclear power plant. In high school, while her biology class studies evolution, she realizes she may have a hidden curse, an ""adaptation."" She lives with her mom, step-father, and hard-edged step-brother. She likes Tobey, a guy at school, and he likes her. She takes a pledge to remain chaste until marriage, so they date in groups, watch G-rated films, and don't kiss, but the power of teen hormones is great, so temptation beckons. Dawn has an admirer in Ryan, and when when things have an unexpected twist with Tobey, she turns to Ryan for help. Will he be her mythical hero and rescue her? Or can she find her way as her own hero, turning the curse into an asset?                Written by
<jhailey@hotmail.com>","['vagina dentata', 'stepbrother', 'body part in title', 'one word title', 'male objectification']","Runtime:
        94 min","Color:
        Color","Language:
        English",,"Gross USA: $347,578, 8 March 2009",,
1877,Temple Grandin (2010),"['Biography', 'Drama']",2010-02-06,8.3,"22,796",['Mick Jackson'],"['Temple Grandin (based on the book: ""Emergence""),', 'Margaret Scariano (based on the book: ""Emergence"")']","['Claire Danes,', 'Julia Ormond,', 'David Strathairn']","A biopic of Temple Grandin, an autistic woman who has become one of the top scientists in the humane livestock handling industry.","Biopic of Temple Grandin, an autistic woman who overcame the limitations imposed on her by her condition to become a Ph.D. and expert in the field of animal husbandry. She developed an interest in cattle early in life while spending time at her Aunt and Uncle's ranch. She did not speak until age four and had difficulty right through high school, mostly in dealing with people. Her mother was very supportive as were some of her teachers. She is noted for creating her ""hug box"", widely recognized today as a way of relieving stress in autistic children, and her humane design for the treatment of cattle in processing plants, which have been the subject of several books and won an award from PETA. Today, she is a professor at Colorado State University and well-known speaker on autism and animal handling.                Written by
garykmcd","['cattle', 'animal husbandry', 'livestock', 'autism', 'feeding a horse']","Runtime:
        107 min","Color:
        Color","Language:
        English",,,,
1878,Temptation: Confessions of a Marriage Counselor (2013),"['Drama', 'Thriller']",2013-03-29,5.0,"10,633",['Tyler Perry'],"['Tyler Perry (screenplay),', 'Tyler Perry (stage play ""The Marriage Counselor"")']","['Jurnee Smollett-Bell,', 'Vanessa Williams,', 'Brandy Norwood']","An ambitious married woman's temptation by a handsome billionaire leads to betrayal, recklessness, and forever alters the course of her life.","An ambitious married woman's temptation by a handsome billionaire leads to betrayal, recklessness, and forever alters the course of her life.","['sex in a bathtub', 'temptation', 'traditional marriage', 'praying', 'prayer']","Runtime:
        111 min","Color:
        Color","Language:
        English",,"Gross USA: $51,975,354",/offsite/?page-action=offsite-facebook&token=BCYkmDsfl8zZhndZT-q5PaWWfx59eNMVWsfMq_H9aRgxo5szRHCn_lEUqZ1SfLu-vWAkNJBAyMCx%0D%0AHbPOajea8Wp2ioN2viVjo1GQ5wwWnFMfJNcZht3eHGKVB5DRF_fk5MsJQLngdQXiHqM8-EhYo7E3%0D%0AYnHyQwfEMeyYFyxIkhGkRKoEmpriv-7xlV7mWr2hTZ1RV1IH4tXjA10XOzJU69uYGrHyhyi0hIJs%0D%0Af7NAB8Xffdg%0D%0A&ref_=tt_pdt_ofs_offsite_0,
1879,Ten Inch Hero (2007),"['Comedy', 'Drama', 'Romance']",2007-04-25,7.5,"10,939",['David Mackay'],['Betsy Morris'],"['Elisabeth Harnois,', 'Clea DuVall,', 'Sean Patrick Flanery']","An artist gets a job at a beachside sandwich shop, where she hangs out with a techie, a flirt, a rocker, a hippie, and a Wiccan.","Piper moves to Santa Cruz, California to go to the Institute of Art. When she was 15 she gave birth to a daughter, but had to put her up for adoption because she was too young to raise her. Years later she sees an article about a girl she thinks is her daughter, who lives in Santa Cruz, and applies for a job in a sandwich shop. As she works there she gets to know the staff. Tish is a babe, she tries to seduce every guy who comes into the shop, and she goes home with those who flirt back. Jen, a computer nerd who has a love affair online with a guy who calls himself fuzzy22. She's not as pretty as Tish and she struggles with self-confidence. And there's a crazy haired guy called Priestly; he's not like other guys and dresses different then everyone because he refuses to be ""another clone"". Piper's boss is a really nice guy named Trucker, who's in love with a woman who owns the store across the street. The audience goes through the sandwich shop crew's personal struggles as they help ...                Written by
Kine Johansen/liztothemax","['infidelity', 'sex scene', 'buddy comedy', 'road trip', 'friendship between women']","Runtime:
        102 min
            (unrated)","Color:
        Color","Language:
        English",,,,
1880,Tenderness (2009),"['Crime', 'Drama', 'Thriller']",2009-01-15,5.5,"7,067",['John Polson'],"['Emil Stern (screenplay),', 'Robert Cormier (novel)']","['Russell Crowe,', 'Jon Foster,', 'Sophie Traub']",A policeman works to figure out whether a violent teen murdered his family.,"Three lives. Buffalo detective Lt. Cristofuoro, whose catatonic wife is in hospital, takes a special interest in Eric Komenko, a juvenile who killed his parents and will be freed on his 18th birthday. So does Lori Cranston, 15 or 16, her body fully developed and the object of lust by her boss and her mother's new boyfriend. She keeps a scrapbook about Eric, and when he's released from custody, she hides in the backseat of his car, insisting he take her with him on a trip toward Albany where he's planning to meet a girl. Cristofuoro is certain Eric will kill again, so he follows. It's clear early on that Cristofuoro's probably right, but what's Lori's motivation?                Written by
<jhailey@hotmail.com>","['teenage girl', 'release from prison', 'road trip', 'ill wife', 'police']","Runtime:
        101 min","Color:
        Color","Language:
        English",,,,
1881,Terminator Genisys (2015),"['Action', 'Adventure', 'Sci-Fi']",2015-07-01,6.5,"219,724",['Alan Taylor'],"['Laeta Kalogridis,', 'Patrick Lussier']","['Arnold Schwarzenegger,', 'Jason Clarke,', 'Emilia Clarke']","When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.","When John Connor (Jason Clarke), leader of the human resistance, sends Sgt. Kyle Reese (Jai Courtney) back to 1984 to protect Sarah Connor (Emilia Clarke) and safeguard the future, an unexpected turn of events creates a fractured time-line. Now, Sgt. Reese finds himself in a new and unfamiliar version of the past, where he is faced with unlikely allies, including the Guardian (Arnold Schwarzenegger), dangerous new enemies, and an unexpected new mission: To reset the future...","['cyborg', 'future', 'robot', 'time machine', 'alternate timeline']","Runtime:
        126 min","Color:
        Color","Language:
        English","Budget:$155,000,000
            (estimated)","Gross USA: $89,760,956",/offsite/?page-action=offsite-facebook&token=BCYrgQVzF5mKk3AJNRDJvvUCrgnJKh-8tqmPRDluG04jC3hRiJ61ivXGnDDNwSK1_lmQl8UYFerb%0D%0AsxJ4-L8_c9xXgwafEZSZmw1EqqwRNgskihwdoMTSp5knLezSxj_KmRUv3V1O5kt13MG7eN0gwACk%0D%0AZd14RnuKoa0aSQep3iiHUKghS1a-OeKkZVPLeg2JoGJHziOjD0K5Ert0cv-ZwnDutHso4YAX3PSx%0D%0AIDp9iN38NtkQqXfGK2ptUdEh0glZpZ3-%0D%0A&ref_=tt_pdt_ofs_offsite_0,
1882,Terminator Salvation (2009),"['Action', 'Adventure', 'Sci-Fi']",2009-05-21,6.6,"307,415",['McG'],"['John Brancato,', 'Michael Ferris']","['Christian Bale,', 'Sam Worthington,', 'Anton Yelchin']","In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?","In 2003, in the Longview State Correctional Facility, the criminal Marcus Wright is on death row, and is convinced by the cancerous Dr. Serena Kogan to donate his body to her research and he accepts. In 2018, after an unsuccessful attack to a Skynet facility, only John Connor survives, but he discovers that Skynet is developing the powerful new model T-800. Out of the blue, Marcus appears naked and with amnesia in the location. Marcus befriends the teenager Kyle Reese and the girl Star who help him to survive the lethal machines and they travel together in a Jeep. Meanwhile the resistance discovers a signal that might turn-off the machines and John offers to test it. When Kyle is captured by a machine and brought to the Skynet headquarters, Marcus decides to help the youngster and heads to Skynet; on the way, he saves Blair Williams who suggests to him that he should meet John Connor first. But Marcus steps on a mine and is submitted to surgery, when a secret about his origins is ...                Written by
Claudio Carvalho, Rio de Janeiro, Brazil","['skynet', 'machine', 'future', 'rescue', 'human versus cyborg']","Runtime:
        115 min
          |
        118 min
            (director's cut)","Color:
        Color
(Technicolor)","Language:
        English
            |
        Italian","Budget:$200,000,000
            (estimated)","Gross USA: $125,322,469, 28 July 2012",/offsite/?page-action=offsite-intercom&token=BCYi0IcHbVRBrgo6jCsypHsuWWu3wjdjAP3Va4yBklxsUzha0Z6MXZnt9BNqYBim55A82HXeAvXp%0D%0AoNrIoN6a2J8-d_neQZIUku3sX_c3pW7gqyrAKKmqWuxX-r0W5BHwxyvYDwsH28JmAwtUC6v5mi19%0D%0As68gZd2Z1l4LEeY2kzCcLcIJ_dKSCitfj7O1jkQXz6fFPcGSxXzDHvfqHjhlIFPILX5IJEv6jxpE%0D%0AFYfTK8JZuQU%0D%0A&ref_=tt_pdt_ofs_offsite_0,
